verb,noun,count,percentage
rearrange,piece:lime,1,0.001
rearrange,piece:garlic,1,0.001
rearrange,piece:cucumber,1,0.001
rearrange,pan,1,0.001
rearrange,leaf:pak:choi,1,0.001
rearrange,glass,1,0.001
rearrange,fridge,1,0.001
rearrange,cupboard,1,0.001
rearrange,chopstick,1,0.001
rearrange,bread,1,0.001
rearrange,bowl,1,0.001
realize,sauce:fish,1,0.001
read-on,recipe,1,0.001
read-on,box,1,0.001
empty,bean:coffee,1,0.001
remove,bag:carrier,1,0.001
remove-from,floor,1,0.001
remove,banana,1,0.001
remove,cover:plastic,1,0.001
remove,cover:blender,1,0.001
eat,sausage:quorn,1,0.001
remove,courgette,1,0.001
remove,coriander,1,0.001
remove,core,1,0.001
remove,content:pan,1,0.001
remove,container:water,1,0.001
remove,container:pod,1,0.001
eat,sausage:quorn:cocktail,1,0.001
remove,colander,1,0.001
eat,slice:bread,1,0.001
remove,chip,1,0.001
remove,cheese,1,0.001
remove,carrot,1,0.001
remove,cardigan,1,0.001
remove,burner,1,0.001
remove,bulb:garlic,1,0.001
eat,soup,1,0.001
remove,bowl,1,0.001
eat,tuna,1,0.001
eat,wrap,1,0.001
remove,blade:food:processor:chopping,1,0.001
eat-from,soup,1,0.001
remove,bit:carrot,1,0.001
read-on,bag,1,0.001
read,thermometer,1,0.001
read,temperature:liquid,1,0.001
empty,box:water,1,0.001
put-to,ladder,1,0.001
put-to,cucumber,1,0.001
put-over,wrap:elastic,1,0.001
put-over,tomato,1,0.001
put-over,salad,1,0.001
put-over,cloth,1,0.001
put-outside,plate,1,0.001
put-outside,bag,1,0.001
empty,content:plate,1,0.001
put-onto,vegetable,1,0.001
put-onto,v60,1,0.001
put-onto,tray,1,0.001
put-onto,topping,1,0.001
put-onto,top,1,0.001
empty,courgette,1,0.001
empty,cover:juicer,1,0.001
empty,cup:flour,1,0.001
put-onto,shelf:utensil,1,0.001
put-onto,shelf,1,0.001
empty,cup:measuring,1,0.001
put-onto,salt,1,0.001
put-onto,salad,1,0.001
put-onto,rice,1,0.001
put-onto,rack:drying,1,0.001
put-onto,rack,1,0.001
put-to,liquid:washing,1,0.001
put-to,pepper,1,0.001
put-to,potato,1,0.001
put-with,brush,1,0.001
read,recipe:yeast,1,0.001
read,paper,1,0.001
read,packet,1,0.001
read,package:parsley,1,0.001
read,national,1,0.001
read,booklet:instruction,1,0.001
put-with,soup,1,0.001
put-with,pan,1,0.001
put-with,ingredient,1,0.001
put-with,dish,1,0.001
put-with,cream,1,0.001
put-with,bean,1,0.001
empty,colander,1,0.001
put-with,bag:plastic,1,0.001
put-up,sponge,1,0.001
put-up,board:chopping,1,0.001
empty,chicken,1,0.001
put-under,tray:baking,1,0.001
put-under,spoon,1,0.001
put-under,phone:mobile,1,0.001
put-under,mug,1,0.001
put-under,bowl:rice:cooker,1,0.001
put-under,bag:flour,1,0.001
put-to,spoon,1,0.001
remove,cover:tin,1,0.001
remove,drawer,1,0.001
remove,film,1,0.001
remove,seal,1,0.001
remove-from,bag,1,0.001
remove-from,apron,1,0.001
remove,wrap,1,0.001
remove,whisk,1,0.001
remove,watch,1,0.001
remove,waste,1,0.001
dry-off,leek,1,0.001
remove,tray:baking,1,0.001
remove,towel,1,0.001
dry-with,bottom:saucepan,1,0.001
dry-with,pan,1,0.001
remove,straw,1,0.001
dry-with,saucepan,1,0.001
remove,stock,1,0.001
remove,stirrer:coffee,1,0.001
remove,sticker,1,0.001
remove,stem,1,0.001
remove,sponge,1,0.001
remove,sock,1,0.001
dump-out,water,1,0.001
remove,skin:outer,1,0.001
eat,apple,1,0.001
eat,biscuit,1,0.001
eat,bread,1,0.001
remove,shelf,1,0.001
remove-from,bag:tea,1,0.001
remove-from,bagel,1,0.001
remove-from,bean:green,1,0.001
remove-from,colander,1,0.001
remove-from,fish,1,0.001
remove-from,filter,1,0.001
remove-from,film:cling,1,0.001
remove-from,egg,1,0.001
remove-from,dish:oven,1,0.001
remove-from,cucumber,1,0.001
remove-from,crumb,1,0.001
remove-from,cover:plastic,1,0.001
remove-from,cover,1,0.001
dry-in,cucumber,1,0.001
remove-from,container:milk,1,0.001
remove-from,clove:garlic,1,0.001
remove-from,bit:potato,1,0.001
remove-from,clothes,1,0.001
remove-from,clip,1,0.001
remove-from,choi:pak,1,0.001
dry-in,hand,1,0.001
remove-from,cap,1,0.001
remove-from,broccoli:tenderstem,1,0.001
dry-off,box,1,0.001
remove-from,bottle:oil,1,0.001
remove-from,blood,1,0.001
remove-from,blade:chopping,1,0.001
remove-from,bit:white,1,0.001
remove,seasoning,1,0.001
remove,salmon,1,0.001
eat,salad,1,0.001
remove,salad,1,0.001
remove,mat,1,0.001
remove,machine:washing,1,0.001
remove,lid:kettle,1,0.001
remove,lid:food:processor,1,0.001
remove,lid:film,1,0.001
eat,piece:broccoli,1,0.001
eat,piece:pepper,1,0.001
remove,leaf:only:curry,1,0.001
eat,piece:scotch:egg,1,0.001
remove,label,1,0.001
remove,knife,1,0.001
remove,kettle,1,0.001
remove,jean,1,0.001
remove,ingredient,1,0.001
remove,holder:filter,1,0.001
eat,piece:tofu,1,0.001
remove,holder,1,0.001
eat,pork,1,0.001
remove,glass,1,0.001
remove,garlic:sliced,1,0.001
remove,garlic,1,0.001
eat,rice,1,0.001
remove,fridge,1,0.001
remove,food:residual,1,0.001
remove,foil,1,0.001
remove,mould:cake,1,0.001
remove,nozzle,1,0.001
remove,oil,1,0.001
eat,crumbles:chocolate,1,0.001
remove,root,1,0.001
remove,rind:cheese,1,0.001
remove,potato,1,0.001
remove,pot:pressure,1,0.001
remove,pot:coffee,1,0.001
eat,cookie,1,0.001
eat,courgette,1,0.001
remove,piece:biscuit,1,0.001
remove,pepper:bell,1,0.001
eat,cracker,1,0.001
eat,cream:milk,1,0.001
eat,cucumber,1,0.001
eat,mushroom,1,0.001
remove,part:onion:piece,1,0.001
eat,egg:scotch,1,0.001
remove,packet:tea,1,0.001
remove,packaging:tomato,1,0.001
eat,end:bread,1,0.001
remove,packaging:pasta,1,0.001
remove,packaging:meat,1,0.001
eat,end:cucumber,1,0.001
remove,pack,1,0.001
remove,opener:can,1,0.001
remove,onion:excess,1,0.001
fold,bag:rice,1,0.001
fold,bar:cereal,1,0.001
put-into,board:white,1,0.001
put-down,grinder,1,0.001
put-down,griddle,1,0.001
grab,rack:oven,1,0.001
grab,rag,1,0.001
put-down,granola,1,0.001
put-down,gochujang,1,0.001
grab,rice,1,0.001
grab,rind:peach,1,0.001
grab,rubbish,1,0.001
grab,rucksack,1,0.001
put-down,geographic:national,1,0.001
put-down,gas,1,0.001
grab,sauce,1,0.001
put-down,freezer,1,0.001
put-down,foil:transparent,1,0.001
grab,sheet,1,0.001
grab,silverware,1,0.001
put-down,flake:chilli,1,0.001
put-down,fish,1,0.001
grab,slice:bread,1,0.001
grab,slice:carrot,1,0.001
put-down,filter:aeropress,1,0.001
grab,spaghetti,1,0.001
grab,square:paper,1,0.001
put-down,end:bread,1,0.001
grab,tabasco,1,0.001
grab,pot:small,1,0.001
grab,plate:small,1,0.001
hang,trouser,1,0.001
grab,pitcher,1,0.001
put-down,lid:chopper,1,0.001
put-down,lid:bin,1,0.001
put-down,lid:aeropress,1,0.001
put-down,lemonade,1,0.001
grab,oil:olive,1,0.001
grab,omelette,1,0.001
grab,packet,1,0.001
grab,packet:crisp,1,0.001
put-down,knife:mezzaluna,1,0.001
put-down,knife:chef,1,0.001
grab,paper:greaseproof,1,0.001
grab,peel,1,0.001
grab,phone:mobile,1,0.001
put-down,jar:thyme,1,0.001
put-down,jar:tahini:sauce,1,0.001
put-down,jar:spicy:bean:sauce,1,0.001
put-down,jar:spicy:bean:paste,1,0.001
put-down,jar:pesto:sauce,1,0.001
put-down,jar:jam,1,0.001
grab,piece:lettuce,1,0.001
put-down,instruction,1,0.001
put-down,ingredient,1,0.001
put-down,infuser,1,0.001
put-down,holder:teabag,1,0.001
grab,piece:turkey,1,0.001
grab,tap,1,0.001
put-down,dustpan,1,0.001
grab,teaspoon,1,0.001
grab,tin,1,0.001
grind-onto,pepper,1,0.001
half,dough,1,0.001
put-down,cloth:wiping,1,0.001
half,potato,1,0.001
put-down,cloth:cleaning,1,0.001
halve,ginger,1,0.001
put-down,clip:top:jar,1,0.001
put-down,chunk:rennet:tablet,1,0.001
put-down,chunk:pork:belly,1,0.001
hand,glove,1,0.001
put-down,chocolate,1,0.001
hand,hand,1,0.001
hang,cloth:table,1,0.001
put-down,cheese:cream,1,0.001
hang,glove:oven,1,0.001
put-down,cellar:pepper,1,0.001
put-down,case:thermometer,1,0.001
hang,mitt:oven,1,0.001
put-down,card,1,0.001
hang,pad:scouring,1,0.001
put-down,capsule,1,0.001
hang,pot,1,0.001
put-down,cap:liquid,1,0.001
hang,shirt,1,0.001
put-down,candy,1,0.001
grind,salt,1,0.001
grind,grinder,1,0.001
put-down,container:oil,1,0.001
grab-up,bowl,1,0.001
put-down,drainer,1,0.001
grab,tomato,1,0.001
put-down,doritos,1,0.001
put-down,dog:hot,1,0.001
grab,trash,1,0.001
put-down,cylinder:paper,1,0.001
put-down,cylinder,1,0.001
grab,tv,1,0.001
put-down,cupboard,1,0.001
grab,wok,1,0.001
grab-down,peeler:potato,1,0.001
put-down,cover:thermometer,1,0.001
put-down,container:pepper,1,0.001
put-down,cover:processor,1,0.001
put-down,cover:plastic,1,0.001
put-down,cover:microwave,1,0.001
grate-into,cheese,1,0.001
put-down,core:pepper,1,0.001
put-down,cookie,1,0.001
put-down,cooker:water,1,0.001
put-down,cooker:rice,1,0.001
put-down,container:tofu,1,0.001
grate-on,cheese:parmesan,1,0.001
grate-on,tortellini,1,0.001
put-down,lid:milk:bottle,1,0.001
grab,meat:minced,1,0.001
put-down,lid:steamer,1,0.001
put-down,pan:cast:iron,1,0.001
put-down,piece:plastic,1,0.001
put-down,piece:onion,1,0.001
put-down,piece:meat,1,0.001
put-down,piece:lemon:squeezer,1,0.001
put-down,piece:bread,1,0.001
put-down,piece:biscuit,1,0.001
put-down,pie,1,0.001
grab,basket,1,0.001
put-down,pesto,1,0.001
put-down,pestle,1,0.001
put-down,pepper:black,1,0.001
grab,biscuit,1,0.001
put-down,pen,1,0.001
put-down,peeler:carrot,1,0.001
grab,bottle:bean:curd,1,0.001
grab,bottle:oil,1,0.001
put-down,paste:shrimp,1,0.001
grab,bowl:glass,1,0.001
put-down,passata,1,0.001
put-down,part:blender,1,0.001
put-down,paprika,1,0.001
grab,bowl:sugar,1,0.001
put-down,paper:foil,1,0.001
grab,box,1,0.001
grab,bread:white,1,0.001
put-down,piece:sponge,1,0.001
put-down,piece:tofu,1,0.001
grab,bag:oregano,1,0.001
put-down,pot:teapot,1,0.001
get-out,clothes,1,0.001
put-down,quorn,1,0.001
put-down,purse,1,0.001
put-down,puree:tomato,1,0.001
get-out,leaf,1,0.001
get-out,pepper:bell,1,0.001
put-down,press:garlic,1,0.001
put-down,powder:washing,1,0.001
get-out,plate,1,0.001
get-out,salad,1,0.001
put-down,pot:yoghurt,1,0.001
get-out,seed,1,0.001
grab,bag:mozzarella,1,0.001
put-down,pot:rice:cooker,1,0.001
get-out,spout,1,0.001
put-down,pot:kettle,1,0.001
grab,apple,1,0.001
put-down,plum,1,0.001
put-down,plug,1,0.001
put-down,plate:small,1,0.001
put-down,plate:scale,1,0.001
grab,bag:carrot,1,0.001
put-down,plastic,1,0.001
put-down,plant:basil,1,0.001
put-down,paneer,1,0.001
grab,cd,1,0.001
put-down,lid:sugar,1,0.001
grab,chocolate,1,0.001
grab,fruit,1,0.001
put-down,motor:hand:blender,1,0.001
put-down,mop,1,0.001
grab,grain:rice,1,0.001
put-down,mixture:tuna,1,0.001
grab,grape,1,0.001
grab,grill,1,0.001
put-down,mitt,1,0.001
put-down,milk:soya,1,0.001
grab,herb,1,0.001
put-down,mezzaluna,1,0.001
put-down,mesh,1,0.001
put-down,meat:mince,1,0.001
grab,holder:filter,1,0.001
put-down,mat:tea:place,1,0.001
put-down,mat:sushi,1,0.001
put-down,machine:sous:vide,1,0.001
put-down,machine:coffee,1,0.001
put-down,lods,1,0.001
grab,lettuce,1,0.001
grab,lighter,1,0.001
put-down,liquid,1,0.001
put-down,lime,1,0.001
grab,machine:coffee,1,0.001
put-down,lid:yoghurt,1,0.001
put-down,mould:ring:cake,1,0.001
grab,foil:transparent,1,0.001
put-down,mozzarella:tomato:sauce,1,0.001
grab,container:rice,1,0.001
put-down,packet:tofu,1,0.001
put-down,packet:tablet,1,0.001
put-down,packet:salami,1,0.001
put-down,packet:peanut,1,0.001
put-down,packet:coffee,1,0.001
grab,chopstick,1,0.001
put-down,package:wrap,1,0.001
grab,cob,1,0.001
put-down,package:mixed:spice,1,0.001
put-down,package:crispy:pancake,1,0.001
put-down,package:bread,1,0.001
put-down,pack:battery,1,0.001
put-down,mug:water,1,0.001
grab,coriander,1,0.001
grab,corn:sweet,1,0.001
grab,cream,1,0.001
grab,crisp,1,0.001
put-down,oil:truffle,1,0.001
grab,cucumber,1,0.001
grab,degreaser,1,0.001
put-down,nutella,1,0.001
put-down,nut,1,0.001
grab,dust,1,0.001
put-down,net:rubber,1,0.001
put-down,candle,1,0.001
hang-on,glove,1,0.001
put-down,ramekin:coriander,1,0.001
put-away,ladle,1,0.001
put-away,jug,1,0.001
put-away,glass:wine,1,0.001
hold,piece:pork,1,0.001
hold,press,1,0.001
put-away,foil:kitchen,1,0.001
put-away,egg,1,0.001
put-away,container,1,0.001
put-away,cheese,1,0.001
hold,spoon,1,0.001
put-away,bottle:soy:sauce,1,0.001
put-away,bottle,1,0.001
put-away,basket,1,0.001
put-away,bag:shopping,1,0.001
put-aside,lid,1,0.001
put-around,clip,1,0.001
put,yeast:can,1,0.001
put,yeast,1,0.001
put,water:tap,1,0.001
put,water:salt,1,0.001
put,vinegar:rice,1,0.001
hold,stain,1,0.001
put,vegetable,1,0.001
hold,switch:oil,1,0.001
hold,tap,1,0.001
put,tube,1,0.001
hold,piece:cucumber,1,0.001
put-away,leaf:bay,1,0.001
hang-up,cloth,1,0.001
put-away,lemon,1,0.001
put-away,tray:bacon,1,0.001
put-away,strainer,1,0.001
put-away,spoon,1,0.001
put-away,skin,1,0.001
put-away,sharpener,1,0.001
put-away,scoop,1,0.001
hold,packet:sausage,1,0.001
put-away,sauce:fish,1,0.001
put-away,salad:cucumber,1,0.001
put-away,press:panini,1,0.001
put-away,pepper,1,0.001
put-away,peeler:potato,1,0.001
put-away,peeler,1,0.001
put-away,peanut,1,0.001
put-away,patty,1,0.001
hold,paper:greaseproof,1,0.001
put-away,package:olive,1,0.001
put-away,olive,1,0.001
put-away,oil,1,0.001
put-away,mirin,1,0.001
put-away,milk,1,0.001
put-away,mat:sushi,1,0.001
hold,piece:chicken,1,0.001
put-away,liquid:washing:up,1,0.001
put-away,lid,1,0.001
put,tub:tupperware,1,0.001
put,tray:pizza,1,0.001
put,tray:oven,1,0.001
put,tray:baking,1,0.001
hold-over,bottle:milk,1,0.001
put,slice:cheese,1,0.001
put,slice:bread,1,0.001
hold-over,hand,1,0.001
put,side,1,0.001
put,shelf:oven,1,0.001
put,shelf,1,0.001
put,sheet,1,0.001
put,sharpener:knife,1,0.001
hold-with,curd,1,0.001
put,scoop,1,0.001
put,scissor,1,0.001
ignite,hob,1,0.001
put,sauce:soya,1,0.001
put,sauce:black:bean,1,0.001
immerge,spatula,1,0.001
immerge,spoon,1,0.001
immerse,bag,1,0.001
put,sale,1,0.001
put,salami,1,0.001
immerse,mozzarella,1,0.001
put,sachet,1,0.001
put,rubbish,1,0.001
put,roll:sesame,1,0.001
increase,cooker,1,0.001
hold-out,paper:greaseproof,1,0.001
put,sock,1,0.001
put,soup,1,0.001
hold-along,knife,1,0.001
hold,towel:tea,1,0.001
put,towel:tea,1,0.001
put,tortellini,1,0.001
hold,tray:first,1,0.001
put,tomato:chopped,1,0.001
hold,tupperware,1,0.001
put,tissue,1,0.001
put,tin:coffee:bean,1,0.001
put,tin:baking,1,0.001
hold,wrap,1,0.001
put,thyme,1,0.001
hold-down,paper:greaseproof,1,0.001
put,spade,1,0.001
put,tea,1,0.001
put,tahini,1,0.001
hold-in,bottle,1,0.001
hold-in,curd:cheese,1,0.001
put,stud,1,0.001
hold-in,tablet,1,0.001
hold-in,tomato,1,0.001
hold-onto,curd,1,0.001
add,breast:chicken,1,0.001
hold-onto,dough,1,0.001
hold-onto,edge:dough,1,0.001
put-back,blueberry,1,0.001
put-back,bottle:milk,1,0.001
put-back,box,1,0.001
put-down,bean:green,1,0.001
put-down,bowl:cheese,1,0.001
hit-on,lid,1,0.001
put-down,bottle:vanilla:extract,1,0.001
hit-on,spoon,1,0.001
put-down,bottle:sauce,1,0.001
put-down,bottle:passata,1,0.001
hit-on,spoon:wooden,1,0.001
put-down,bottle:little,1,0.001
put-down,bottle:liquid,1,0.001
hold,bag,1,0.001
hold,blender:hand,1,0.001
put-down,book:recipe,1,0.001
hold,bottle,1,0.001
put-down,boiler:water,1,0.001
put-down,board:eating,1,0.001
hold,box:folding,1,0.001
hold,box:plastic,1,0.001
hold,cap,1,0.001
hold,carrot,1,0.001
hold,cheese,1,0.001
hold,chunk:pork:belly,1,0.001
put-down,bit:food,1,0.001
hold,curd:cheese,1,0.001
put-down,bin:food,1,0.001
hold,door:oven,1,0.001
put-down,bowl:cooker,1,0.001
put-down,bowl:egg,1,0.001
hit,glass,1,0.001
put-down,box:pasta,1,0.001
hang-up,cover:mug,1,0.001
hang-up,cover:pot,1,0.001
hang-up,rag:dish,1,0.001
hang-up,spatula,1,0.001
put-down,brush:dish,1,0.001
put-down,broccoli:stem,1,0.001
have,food,1,0.001
put-down,box:tomato,1,0.001
put-down,box:stock:container,1,0.001
put-down,box:salt,1,0.001
put-down,box:pizza,1,0.001
heat,bowl,1,0.001
heat,water,1,0.001
put-down,box:fajitas,1,0.001
put-down,box:cling:film,1,0.001
put-down,box:cherry:tomato,1,0.001
put-down,box:breadstick,1,0.001
heat,cooker,1,0.001
heat,oil,1,0.001
put-down,bowl:soup,1,0.001
put-down,bowl:small,1,0.001
heat,sausage,1,0.001
put-down,bowl:rice:cooker,1,0.001
put-down,bowl:raspberry,1,0.001
put-down,beef,1,0.001
hold,edge:paper,1,0.001
put-back,clam,1,0.001
put-down,basket:laundry,1,0.001
put-back,strainer:sink,1,0.001
put-back,smoothie,1,0.001
put-back,shaker:pepper,1,0.001
put-back,sauce:soy,1,0.001
put-back,sauce,1,0.001
put-back,salt,1,0.001
put-back,rice,1,0.001
put-back,powder:washing,1,0.001
put-back,pot,1,0.001
put-back,pan:frying,1,0.001
put-back,oregano,1,0.001
put-back,onion:spring,1,0.001
put-back,oat,1,0.001
put-back,mug,1,0.001
put-back,milk,1,0.001
put-back,margarine,1,0.001
put-back,label,1,0.001
put-back,knife,1,0.001
put-back,kiwi,1,0.001
put-back,garlic,1,0.001
put-back,dressing,1,0.001
put-back,corn,1,0.001
put-back,container,1,0.001
put-back,coke,1,0.001
put-back,cloth,1,0.001
put-back,towel:tea,1,0.001
put-back,vinegar,1,0.001
put-between,ham,1,0.001
put-down,bag:shopping,1,0.001
put-down,basket:cutlery,1,0.001
hold,egg,1,0.001
put-down,base,1,0.001
put-down,bar:breakfast,1,0.001
hold,filter:fill:water,1,0.001
put-down,ball:mozzarella,1,0.001
hold,glove:rubber,1,0.001
hold,handle:drawer,1,0.001
put-down,bag:tea,1,0.001
put-down,bag:sugar,1,0.001
put-down,bag:spaghetti,1,0.001
put-down,bag:pasta,1,0.001
hold,meat,1,0.001
put-down,bag:packing,1,0.001
put-down,bag:mozzarella,1,0.001
put-down,bag:folded,1,0.001
put-down,bag:coriander,1,0.001
put-down,bag:coffee,1,0.001
put-down,bag:bread:wrap,1,0.001
hold,jar:sugar,1,0.001
put-down,backpack,1,0.001
put-down,apron,1,0.001
put-down,apple,1,0.001
put-down,alcohol,1,0.001
get-out,chopstick,1,0.001
put-down,ramekin:peanut,1,0.001
fold,block:chopping,1,0.001
put-in,paste:tomato,1,0.001
put-in,paper:filter,1,0.001
put-in,paper:baking,1,0.001
put-in,paneer,1,0.001
get,bowl:milk,1,0.001
get,bowl:plastic,1,0.001
put-in,packet:tofu,1,0.001
put-in,packet:salami,1,0.001
put-in,packet:popcorn,1,0.001
put-in,packet:granola,1,0.001
put-in,packet:cookie,1,0.001
put-in,packet:beef,1,0.001
put-in,packaging:salad,1,0.001
put-in,packaging:iron,1,0.001
get,bowl:tomato,1,0.001
put-in,package:sausage,1,0.001
put-in,package:popcorn,1,0.001
put-in,package:cookie,1,0.001
put-in,pack:battery,1,0.001
put-in,oven,1,0.001
get,box,1,0.001
put-in,onion:sliced,1,0.001
put-in,onion:diced,1,0.001
put-in,omelette,1,0.001
get,carafe,1,0.001
put-in,oil:sesame,1,0.001
put-in,paper:shredded,1,0.001
put-in,pastry,1,0.001
put-in,glove,1,0.001
put-in,patty,1,0.001
put-in,pot:sauce,1,0.001
get,bag:trash,1,0.001
get,biscuit,1,0.001
put-in,portion:rennet:tablet,1,0.001
put-in,porridge,1,0.001
get,bit:bell:pepper,1,0.001
get,bit:sink,1,0.001
get,board,1,0.001
get,board:chop,1,0.001
get,board:serving,1,0.001
put-in,piece:onion,1,0.001
put-in,piece:meat,1,0.001
put-in,piece:juicer,1,0.001
put-in,piece:cabbage,1,0.001
get,bottle:oil,1,0.001
put-in,phone,1,0.001
get,bottle:something,1,0.001
put-in,peppercorn,1,0.001
put-in,pepper:hot,1,0.001
put-in,pepper:black,1,0.001
get,bottle:vinegar,1,0.001
put-in,peeling:veggie,1,0.001
put-in,peeling:onion,1,0.001
get,bowl:big,1,0.001
put-in,peanut,1,0.001
get,cardboard,1,0.001
get,carrot,1,0.001
put-in,nut:pine,1,0.001
put-in,mug:glass,1,0.001
get,cutlery,1,0.001
put-in,jar:pesto:sauce,1,0.001
put-in,jar:jam,1,0.001
put-in,item:fridge,1,0.001
put-in,infuser:tea,1,0.001
put-in,hummus,1,0.001
get,device:wooden,1,0.001
put-in,holder:dishwasher:cutlery,1,0.001
put-in,holder:cutlery,1,0.001
put-in,holder:bread:knife,1,0.001
put-in,herb,1,0.001
get,dishwasher,1,0.001
get,edge:carrot,1,0.001
put-in,half:lemon,1,0.001
put-in,half:eggshell,1,0.001
put-in,half:bagel,1,0.001
put-in,grinder,1,0.001
put-in,grind:coffee,1,0.001
put-in,grill,1,0.001
put-in,green,1,0.001
get,filter:water,1,0.001
get,fish,1,0.001
put-in,granola,1,0.001
put-in,gochujang,1,0.001
put-in,glove:rubber,1,0.001
get,curry,1,0.001
put-in,juice:lime,1,0.001
get,cup:measuring,1,0.001
put-in,machine:sous:vide,1,0.001
get,cherry,1,0.001
put-in,mixer,1,0.001
put-in,mince,1,0.001
get,chicken,1,0.001
put-in,microwave,1,0.001
put-in,mesh,1,0.001
put-in,meat:minced,1,0.001
get,coconut,1,0.001
put-in,mayonnaise,1,0.001
put-in,mat:sushi,1,0.001
put-in,mango,1,0.001
put-in,machine:coffee,1,0.001
put-in,knife:chef,1,0.001
put-in,liquid:washing,1,0.001
put-in,lid:tin,1,0.001
get,corn,1,0.001
put-in,lid:rice:cooker,1,0.001
put-in,lid:film,1,0.001
get,courgette,1,0.001
put-in,lemon,1,0.001
put-in,leek,1,0.001
put-in,leaf:bay,1,0.001
put-in,laundry,1,0.001
get,cup,1,0.001
put-in,pot:tea,1,0.001
put-in,pot:yoghurt,1,0.001
get,bag:pine:nut,1,0.001
fold-up,bag:coffee,1,0.001
put-inside,cucumber,1,0.001
put-inside,container,1,0.001
put-inside,chopstick,1,0.001
put-inside,bowl:glass,1,0.001
fold,napkin,1,0.001
fold,packaging,1,0.001
fold,packet:coriander,1,0.001
put-in,whisk,1,0.001
put-in,water:tonic,1,0.001
fold,packet:peanut,1,0.001
fold,packet:tea,1,0.001
put-in,vinegar:balsamic,1,0.001
put-in,v60,1,0.001
put-in,turmeric,1,0.001
put-in,tray:plastic,1,0.001
put-in,tray:oven,1,0.001
put-in,tray:cutlery,1,0.001
fold,slice:ham,1,0.001
put-in,tortilla,1,0.001
fold,tortilla,1,0.001
fold,wrap:bread,1,0.001
fold,yeast,1,0.001
put-in,thyme,1,0.001
fold-over,bao,1,0.001
fold-over,booklet:instruction,1,0.001
put-inside,egg:fried,1,0.001
put-inside,fridge,1,0.001
put-inside,half:eggshell,1,0.001
put-inside,spoon:wooden,1,0.001
put-into,bin:trash,1,0.001
put-into,bean:coffee,1,0.001
put-into,bar:cereal,1,0.001
put-into,banana,1,0.001
fold,film,1,0.001
fold,film:cling,1,0.001
put-into,bag:mozzarella,1,0.001
fold,foil,1,0.001
put-into,bacon,1,0.001
put-into,aubergine,1,0.001
put-inside,stand:rack,1,0.001
put-inside,spoon,1,0.001
put-inside,honey,1,0.001
put-inside,soap,1,0.001
put-inside,shrimp:frozen,1,0.001
put-inside,shrimp,1,0.001
put-inside,press:garlic,1,0.001
put-inside,powder,1,0.001
put-inside,piece:butter,1,0.001
put-inside,pepper:chilli,1,0.001
put-inside,part:salad:spinner,1,0.001
put-inside,oil:olive,1,0.001
put-inside,lettuce,1,0.001
put-inside,knife,1,0.001
fold-over,file,1,0.001
forge,knife,1,0.001
get,bag:onion,1,0.001
put-in,tablet:dishwasher,1,0.001
put-in,scrap:pepper,1,0.001
put-in,scoop:coffee,1,0.001
gather,piece:skin,1,0.001
gather,seed:pepper,1,0.001
put-in,sausage:quorn,1,0.001
gather,skin,1,0.001
put-in,sauce:soya,1,0.001
gather,soap,1,0.001
